GRANTMAKER,RECIPIENT,value,interlock
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2973305.3984,False
SAN FRANCISCO FOUNDATION The,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,353118.243632,False
SCAIFE FAMILY FOUNDATIONS,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,11201390.66182,False
SEARLE FREEDOM TRUST,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,18589249.68023,True
SILICON VALLEY COMMUNITY FOUNDATION,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,1460598.7671625,False
SMITH RICHARDSON FOUNDATION,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,20117906.5231,True
SORENSON LEGACY FOUNDATION,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
STARR FOUNDATION The,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
SUSQUEHANNA FOUNDATION,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
THOMAS W SMITH FOUNDATION INC,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,686901.6697,False
"TRIAD FOUNDATION, INC.",AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2445815.25978,False
TULLY AND ELISE FRIEDMAN FUND,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,5638893.3486,True
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
WALTON FAMILY FOUNDATION,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2095593.66712,False
WESTROCK FOUNDATION The,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,5784703.24193,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,768709.69712,False
"WILLIAM E. SIMON FOUNDATION, INC.",AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,470992.25977999996,False
WILLIAM H. DONNER FOUNDATION The,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,154334.650855,False
"WILLIAM K. BOWES, JR. FOUNDATION",AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
ADOLPH COORS FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,493287.20028,False
AMBROSE MONELL FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
ANNENBERG FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
ANSCHUTZ FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,117560.97068,False
ARMSTRONG FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,74063.134231,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
BILL AND MELINDA GATES FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,436678.2609,False
BODMAN FOUNDATIONS,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
BRADLEY IMPACT FUND,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,2877768.87463,False
CHASE FOUNDATION OF VIRGINIA,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
CLAWS FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
"COVENANT FOUNDATION, INC.",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,True
DANIELS FUND,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,14159.29204,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
DAVIS FAMILY FOUNDATIONS,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
DEVOS FAMILY FOUNDATIONS,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
DONORS TRUST & DONORS CAPITAL FUND,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,2644656.4106385,False
DUNN FOUNDATION THE,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
E. L. CRAIG FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
ED UIHLEIN FAMILY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
EWING MARION KAUFFMAN FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
EXXONMOBIL FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,1701261.326338,False
"F. M. KIRBY FOUNDATION, INC.",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
FRED MAYTAG FAMILY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
"GALASHIELS FUND, LTD",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
GLEASON FAMILY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,788670.0432,False
GREATER HOUSTON COMMUNITY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,2105.627706,False
GROVER HERMANN FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
HERRICK FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
HERTOG FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
HOWARD CHARITABLE FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
J. P. HUMPHREYS FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
J.M. KAPLAN FUND,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
JAQUELIN HUME FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,329139.56924,False
JEAN PERKINS FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
JOHN TEMPLETON FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
JOHN WILLIAM POPE FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,68967.22325,False
KERN FAMILY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
KORET FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
KOVNER FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
KRIEBLE FOUNDATION THE,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
LAKESIDE FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
LILLY ENDOWMENT INC.,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,3319484.091808,False
M.J. MURDOCK CHARITABLE TRUST,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
MALONE FAMILY FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
"MARCUS FOUNDATION, INC. The",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
MERCER FAMILY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
ORANGE CRIMSON FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
PROMETHEUS FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
ROBERT AND ARDIS JAMES FOUNDATION INC,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
ROBERTS FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
ROE FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,21231.986243,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
SAN FRANCISCO FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
SCAIFE FAMILY FOUNDATIONS,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,924462.04128,False
SEARLE FREEDOM TRUST,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,2242567.64573,False
SILICON VALLEY COMMUNITY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,110344.8276,False
SMITH RICHARDSON FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
SORENSON LEGACY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
STARR FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
SUSQUEHANNA FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
THOMAS W SMITH FOUNDATION INC,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,343203.4633,False
"TRIAD FOUNDATION, INC.",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,5194.805195,False
TULLY AND ELISE FRIEDMAN FUND,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
WALTON FAMILY FOUNDATION,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
WESTROCK FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
WILLIAM H. DONNER FOUNDATION The,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
"WILLIAM K. BOWES, JR. FOUNDATION",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,0.0,False
ADOLPH COORS FOUNDATION,AMERICANS FOR PROSPERITY,132413.7931,False
AMBROSE MONELL FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
ANNENBERG FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
ANSCHUTZ FOUNDATION The,AMERICANS FOR PROSPERITY,572652.1257409999,False
ARMSTRONG FOUNDATION,AMERICANS FOR PROSPERITY,182649.75684000002,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,AMERICANS FOR PROSPERITY,77849.46235999999,False
BETH AND RAVENEL CURRY FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
BILL AND MELINDA GATES FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
BODMAN FOUNDATIONS,AMERICANS FOR PROSPERITY,0.0,False
BRADLEY IMPACT FUND,AMERICANS FOR PROSPERITY,171765.33811,False
"BRADY EDUCATION FOUNDATION, INC.",AMERICANS FOR PROSPERITY,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,696109.452684,True
CHASE FOUNDATION OF VIRGINIA,AMERICANS FOR PROSPERITY,177683.18638899998,True
CLAWS FOUNDATION,AMERICANS FOR PROSPERITY,96000.0,False
"COVENANT FOUNDATION, INC.",AMERICANS FOR PROSPERITY,0.0,False
DANIELS FUND,AMERICANS FOR PROSPERITY,110344.8276,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
DAVIS FAMILY FOUNDATIONS,AMERICANS FOR PROSPERITY,0.0,False
DEVOS FAMILY FOUNDATIONS,AMERICANS FOR PROSPERITY,3478260.87,False
DONORS TRUST & DONORS CAPITAL FUND,AMERICANS FOR PROSPERITY,1717249.5676799999,False
DUNN FOUNDATION THE,AMERICANS FOR PROSPERITY,0.0,False
E. L. CRAIG FOUNDATION,AMERICANS FOR PROSPERITY,512723.94982000004,True
ED UIHLEIN FAMILY FOUNDATION,AMERICANS FOR PROSPERITY,136054.4218,False
EWING MARION KAUFFMAN FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
EXXONMOBIL FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
"F. M. KIRBY FOUNDATION, INC.",AMERICANS FOR PROSPERITY,35398.23009,False
FRED MAYTAG FAMILY FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
"GALASHIELS FUND, LTD",AMERICANS FOR PROSPERITY,0.0,False
GLEASON FAMILY FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,AMERICANS FOR PROSPERITY,466856.81051,False
GROVER HERMANN FOUNDATION The,AMERICANS FOR PROSPERITY,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,AMERICANS FOR PROSPERITY,0.0,False
HERRICK FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
HERTOG FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
HOWARD CHARITABLE FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
J. P. HUMPHREYS FOUNDATION,AMERICANS FOR PROSPERITY,951341.23641,True
J.M. KAPLAN FUND,AMERICANS FOR PROSPERITY,0.0,False
JAQUELIN HUME FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
JEAN PERKINS FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
JOHN TEMPLETON FOUNDATION,AMERICANS FOR PROSPERITY,31496.06299,False
JOHN WILLIAM POPE FOUNDATION,AMERICANS FOR PROSPERITY,5382978.20536,False
KERN FAMILY FOUNDATION,AMERICANS FOR PROSPERITY,154679.36319,False
KORET FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
KOVNER FOUNDATION The,AMERICANS FOR PROSPERITY,0.0,False
KRIEBLE FOUNDATION THE,AMERICANS FOR PROSPERITY,10959.418249999999,False
LAKESIDE FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",AMERICANS FOR PROSPERITY,0.0,False
LILLY ENDOWMENT INC.,AMERICANS FOR PROSPERITY,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,AMERICANS FOR PROSPERITY,2263133.29422,False
M.J. MURDOCK CHARITABLE TRUST,AMERICANS FOR PROSPERITY,0.0,False
MALONE FAMILY FOUNDATION The,AMERICANS FOR PROSPERITY,0.0,False
"MARCUS FOUNDATION, INC. The",AMERICANS FOR PROSPERITY,1159.42029,False
MERCER FAMILY FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",AMERICANS FOR PROSPERITY,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
ORANGE CRIMSON FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
PROMETHEUS FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,AMERICANS FOR PROSPERITY,3994.6025559,False
ROBERT AND ARDIS JAMES FOUNDATION INC,AMERICANS FOR PROSPERITY,0.0,False
ROBERTS FOUNDATION The,AMERICANS FOR PROSPERITY,0.0,False
ROE FOUNDATION The,AMERICANS FOR PROSPERITY,0.0,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",AMERICANS FOR PROSPERITY,272727.2727,False
SAN FRANCISCO FOUNDATION The,AMERICANS FOR PROSPERITY,32258.06452,False
SCAIFE FAMILY FOUNDATIONS,AMERICANS FOR PROSPERITY,383842.0324,False
SEARLE FREEDOM TRUST,AMERICANS FOR PROSPERITY,643619.32341,False
SILICON VALLEY COMMUNITY FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
SMITH RICHARDSON FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
SORENSON LEGACY FOUNDATION,AMERICANS FOR PROSPERITY,0.0,False
STARR FOUNDATION The,AMERICANS FOR PROSPERITY,0.0,False
SUSQUEHANNA FOUNDATION,AMERICANS FOR PROSPERITY,7784.946236,False
THOMAS W SMITH FOUNDATION INC,AMERICANS FOR PROSPERITY,519480.5195,False
"TRIAD FOUNDATION, INC.",AMERICANS FOR PROSPERITY,0.0,False
TULLY AND ELISE FRIEDMAN FUND,AMERICANS FOR PROSPERITY,246334.31084,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",AMERICANS FOR PROSPERITY,0.0,False
WALTON FAMILY FOUNDATION,AMERICANS FOR PROSPERITY,713071.16741,False
WESTROCK FOUNDATION The,AMERICANS FOR PROSPERITY,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,AMERICANS FOR PROSPERITY,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",AMERICANS FOR PROSPERITY,0.0,False
WILLIAM H. DONNER FOUNDATION The,AMERICANS FOR PROSPERITY,0.0,False
"WILLIAM K. BOWES, JR. FOUNDATION",AMERICANS FOR PROSPERITY,0.0,False
ADOLPH COORS FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,50909.09091,False
AMBROSE MONELL FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
ANNENBERG FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
ANSCHUTZ FOUNDATION The,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
ARMSTRONG FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
BILL AND MELINDA GATES FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
BODMAN FOUNDATIONS,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
BRADLEY IMPACT FUND,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
CHASE FOUNDATION OF VIRGINIA,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
CLAWS FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
"COVENANT FOUNDATION, INC.",BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
DANIELS FUND,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
DAVIS FAMILY FOUNDATIONS,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
DEVOS FAMILY FOUNDATIONS,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
DONORS TRUST & DONORS CAPITAL FUND,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,172250.05965,False
DUNN FOUNDATION THE,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
E. L. CRAIG FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
ED UIHLEIN FAMILY FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
EWING MARION KAUFFMAN FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
EXXONMOBIL FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
"F. M. KIRBY FOUNDATION, INC.",BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
FRED MAYTAG FAMILY FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
"GALASHIELS FUND, LTD",BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
GLEASON FAMILY FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
GROVER HERMANN FOUNDATION The,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
HERRICK FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
HERTOG FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
HOWARD CHARITABLE FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
J. P. HUMPHREYS FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
J.M. KAPLAN FUND,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
JAQUELIN HUME FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
JEAN PERKINS FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
JOHN TEMPLETON FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
JOHN WILLIAM POPE FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
KERN FAMILY FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
KORET FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
KOVNER FOUNDATION The,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
KRIEBLE FOUNDATION THE,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
LAKESIDE FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
LILLY ENDOWMENT INC.,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,47207.44106,False
M.J. MURDOCK CHARITABLE TRUST,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
MALONE FAMILY FOUNDATION The,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
"MARCUS FOUNDATION, INC. The",BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
MERCER FAMILY FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
ORANGE CRIMSON FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
PROMETHEUS FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
ROBERT AND ARDIS JAMES FOUNDATION INC,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
ROBERTS FOUNDATION The,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,0.0,False
ROE FOUNDATION The,BEACON HILL INSTITUTE FOR PUBLIC POLICY RESEARCH,115451.933828,False
