sic_code,sole_focus,id,ntee_code,ruling_year,ein,organization_type,state,combined_name,denial,peripheral_focus,naics_code,address,org,substantive_focus,delay,org_level_1,org_level_2,num_docs
"6732 Trusts: Educational, Religious, Etc.",,3508,Private Independent Foundations (T22),1999.0,34-1881601,Foundation,OH,FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,,,813211 Grantmaking Foundations,"26202 Detroit Rd Ste 100d  Westlake OH 44145-2480- Westlake, OH 44145",FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,,,FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,350,Private Grantmaking Foundations (T20),2007.0,20-5804684,Foundation,CA,GLEASON FAMILY FOUNDATION,,,813211 Grantmaking Foundations,"67 Mark Dr  - San Rafael, CA 94903 - N/A",GLEASON FAMILY FOUNDATION,,,GLEASON FAMILY FOUNDATION,GLEASON FAMILY FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,3127,Private Grantmaking Foundations (T20),1949.0,38-6041517,Foundation,MI,HERRICK FOUNDATION,,,813211 Grantmaking Foundations,"2290 First Natl Bld 660 Woodward A  - Detroit, MI 48226",HERRICK FOUNDATION,,,HERRICK FOUNDATION,HERRICK FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,3522,Private Grantmaking Foundations (T20),2008.0,26-2002295,Foundation,FL,HERTOG FOUNDATION,,,813211 Grantmaking Foundations,"223 Sunset Ave Ste 200  - Palm Beach, FL 33480 - HTTPS://WWW.HERTOGFOUNDATION.ORG",HERTOG FOUNDATION,,,HERTOG FOUNDATION,HERTOG FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,2823,Public Foundations (T30),1999.0,91-1952040,Foundation,WA,HOWARD CHARITABLE FOUNDATION,,,813211 Grantmaking Foundations,"4616 25th Ave NE PMB 617  - Seattle, WA 98105",HOWARD CHARITABLE FOUNDATION,,,HOWARD CHARITABLE FOUNDATION,HOWARD CHARITABLE FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,2309,Private Grantmaking Foundations (T20),,43-1244445,Foundation,MO,J. P. HUMPHREYS FOUNDATION,,,813211 Grantmaking Foundations,"PO Box 1090  - Joplin, MO 64802 - N/A",J. P. HUMPHREYS FOUNDATION,,,J. P. HUMPHREYS FOUNDATION,J. P. HUMPHREYS FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,425,Private Grantmaking Foundations (T20),1950.0,13-6090286,Foundation,NY,J.M. KAPLAN FUND,,,813211 Grantmaking Foundations,"71 W 23rd St Fl 9  New York NY 10010-3507- New York, NY 10010 - WWW.JMKFUND.ORG",J.M. KAPLAN FUND,,,J.M. KAPLAN FUND,J.M. KAPLAN FUND,
"6732 Trusts: Educational, Religious, Etc.",,3439,Private Grantmaking Foundations (T20),1964.0,94-6080099,Foundation,CA,JAQUELIN HUME FOUNDATION,,,813211 Grantmaking Foundations,"3640 Washington St  - San Francisco, CA 94118 - N/A",JAQUELIN HUME FOUNDATION,,,JAQUELIN HUME FOUNDATION,JAQUELIN HUME FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,2846,Private Grantmaking Foundations (T20),1999.0,39-1923558,Foundation,WI,KERN FAMILY FOUNDATION,,,813211 Grantmaking Foundations,"W305s4239 Brookhill Rd  - Waukesha, WI 53189 USA- -                             Clement  Mariaselvanayagam -                          - info@kffdn.org- www.kffdn.org- -                                Main Office Phone: (262) 968-6838-                              - W305s4239 Brookhill Rd  - Waukesha, WI 53189 - W305s4239 Brookhill Rd  - Waukesha, WI 53189",KERN FAMILY FOUNDATION,,,KERN FAMILY FOUNDATION,KERN FAMILY FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,1604,Private Grantmaking Foundations (T20),1956.0,94-6066229,Foundation,CA,LAKESIDE FOUNDATION,,,813211 Grantmaking Foundations,"3697 Mt Diablo Blvd Ste 205  - Lafayette, CA 94549",LAKESIDE FOUNDATION,,,LAKESIDE FOUNDATION,LAKESIDE FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,1038,(Private Grantmaking Foundations) (T20),2009.0,26-3241764,Foundation,TX,LAURA AND JOHN ARNOLD FOUNDATION,,,813211 Grantmaking Foundations,"2800 Post Oak Blvd Ste 225  - Houston, TX 77056 USA- -- WWW.ARNOLDFODNDATION.ORG",LAURA AND JOHN ARNOLD FOUNDATION,,,LAURA AND JOHN ARNOLD FOUNDATION,LAURA AND JOHN ARNOLD FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,3342,Private Grantmaking Foundations (T20),1975.0,23-7433827,Foundation,FL,"LILLIAN S. WELLS FOUNDATION, INC.",,,813211 Grantmaking Foundations,"600 SE 4th St  Fort Lauderdale FL 33301-2215- Fort Lauderdale, FL 33301","LILLIAN S. WELLS FOUNDATION, INC.",,,"LILLIAN S. WELLS FOUNDATION, INC.","LILLIAN S. WELLS FOUNDATION, INC.",
"6732 Trusts: Educational, Religious, Etc.",,939,Private Grantmaking Foundations (T20),1938.0,35-0868122,Foundation,IN,LILLY ENDOWMENT INC.,,,813211 Grantmaking Foundations,"2801 N Meridian St  - Indianapolis, IN 46208 - WWW.LILLYENDOWMENT.ORG",LILLY ENDOWMENT INC.,,,LILLY ENDOWMENT INC.,LILLY ENDOWMENT INC.,
"6732 Trusts: Educational, Religious, Etc.",,3682,Private Independent Foundations (T22),2005.0,20-1982204,Foundation,FL,MERCER FAMILY FOUNDATION,,,813211 Grantmaking Foundations,"505 S Flagler Dr Ste 900  West Palm Beach FL 33401-5948- West Palm Beach, FL 33401",MERCER FAMILY FOUNDATION,,,MERCER FAMILY FOUNDATION,MERCER FAMILY FOUNDATION,
8733 Noncommercial Research Organizations- 8732 Commercial Nonphysical Research,,1993,Research Institutes and/or Public Policy Analysis (K05)- Agricultural Programs (K20)- Research Institutes and/or Public Policy Analysis (C05),1955.0,73-0606209,Foundation,OK,"NOBLE RESEARCH INSTITUTE, LLC",,,541720 Research and Development in the Social Sciences and Humanities,"2510 Sam Noble Pkwy  - Ardmore, OK 73401 USA- -                            Mrs. Alexis  Carter-Black -                          - -                                Primary Contact Phone: (580) 224-6246-                              - amcarterblack@noble.org- Director of Development;- www.noble.org- -                                Main Office Phone: (580) 223-5810-                              - 2510 Sam Noble Pkwy  - Ardmore, OK 73401 - 2510 Sam Noble Pkwy  - Ardmore, OK 73401","NOBLE RESEARCH INSTITUTE, LLC",,,"NOBLE RESEARCH INSTITUTE, LLC","NOBLE RESEARCH INSTITUTE, LLC",
"6732 Trusts: Educational, Religious, Etc.",,1714,Private Independent Foundations (T22),2013.0,46-1233894,Foundation,DC,ORANGE CRIMSON FOUNDATION,,,813211 Grantmaking Foundations,"1001 Pennsylvania Ave NW Ste 220s  Washington DC 20004-2525- Washington, DC 20004",ORANGE CRIMSON FOUNDATION,,,ORANGE CRIMSON FOUNDATION,ORANGE CRIMSON FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,3260,Private Independent Foundations (T22),2005.0,20-2110682,Foundation,SU,RICHARD AND BARBARA GABY FOUNDATION,,,813211 Grantmaking Foundations,"1400 BUFORD HWY STE C1  - SUGAR HILL, GA 30518",RICHARD AND BARBARA GABY FOUNDATION,,,RICHARD AND BARBARA GABY FOUNDATION,RICHARD AND BARBARA GABY FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,2565,Private Grantmaking Foundations (T20),1987.0,13-6880057,Foundation,DE,ROBERT AND ARDIS JAMES FOUNDATION INC,,,813211 Grantmaking Foundations,"501 Silverside Rd Ste 123  - Wilmington, DE 19809",ROBERT & ARDIS JAMES FOUNDATION INC,,,ROBERT & ARDIS JAMES FOUNDATION INC,ROBERT AND ARDIS JAMES FOUNDATION INC,
"6732 Trusts: Educational, Religious, Etc.",,1223,Private Grantmaking Foundations (T20),2014.0,46-3298762,Foundation,DE,ROBERT AND ARDIS JAMES FOUNDATION INC,,,813211 Grantmaking Foundations,"501 Silverside Rd  - Wilmington, DE 19809",ROBERT AND ARDIS JAMES FOUNDATION INC,,,ROBERT AND ARDIS JAMES FOUNDATION INC,ROBERT AND ARDIS JAMES FOUNDATION INC,
"6732 Trusts: Educational, Religious, Etc.",,1828,Private Grantmaking Foundations (T20),1994.0,75-2542403,Foundation,TX,ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,,,813211 Grantmaking Foundations,"5000 Legacy Dr Ste 425  Plano TX 75024-3186- Plano, TX 75024",ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,,,ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,1326,Private Grantmaking Foundations (T20),1956.0,25-6012303,Foundation,PA,SCAIFE FAMILY FOUNDATIONS,,,813211 Grantmaking Foundations,"301 Grant St Ste 3900  - Pittsburgh, PA 15219 - WWW.SCAIFE.COM",ALLEGHENY FOUNDATION,,,ALLEGHENY FOUNDATION,SCAIFE FAMILY FOUNDATIONS,
"6732 Trusts: Educational, Religious, Etc.",,2868,Private Independent Foundations (T22),2011.0,45-3240491,Foundation,UT,SORENSON LEGACY FOUNDATION,,,813211 Grantmaking Foundations,"6900 S 900 E Ste 230  - Midvale, UT 84047 - SORENSONLEGACYFOUNDATION.ORG",SORENSON LEGACY FOUNDATION,,,SORENSON LEGACY FOUNDATION,SORENSON LEGACY FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,3949,Private Grantmaking Foundations (T20),1957.0,36-6064489,Foundation,IL,GROVER HERMANN FOUNDATION The,,,813211 Grantmaking Foundations,"908 Kenmare Dr  - Burr Ridge, IL 60527",GROVER HERMANN FOUNDATION THE,,,GROVER HERMANN FOUNDATION THE,GROVER HERMANN FOUNDATION The,
"6732 Trusts: Educational, Religious, Etc.",,922,Private Independent Foundations (T22),1996.0,22-3468030,Foundation,FL,KOVNER FOUNDATION The,,,813211 Grantmaking Foundations,"1001 N US Highway 1 Ste 400  - Jupiter, FL 33477 - THEKOVNERFOUNDATION.ORG",KOVNER FOUNDATION THE,,,KOVNER FOUNDATION THE,KOVNER FOUNDATION The,
"6732 Trusts: Educational, Religious, Etc.",,110,Private Grantmaking Foundations (T20),1979.0,06-1011349,Foundation,MA,KRIEBLE FOUNDATION THE,,,813211 Grantmaking Foundations,"306 Main St # 400  Worcester MA 01608-1550- Worcester, MA 01608 - NONE",KRIEBLE FOUNDATION THE,,,KRIEBLE FOUNDATION THE,KRIEBLE FOUNDATION THE,
"6732 Trusts: Educational, Religious, Etc.",,2627,Corporate Foundations (T21),1998.0,84-1408520,Foundation,WY,MALONE FAMILY FOUNDATION The,,,813211 Grantmaking Foundations,"3224 Unit B Highway 230  Encampment, WY 82325- Encampment, WY 82325 - www.malonefamilyfoundation.org",MALONE FAMILY FOUNDATION THE,,,MALONE FAMILY FOUNDATION THE,MALONE FAMILY FOUNDATION The,
"6732 Trusts: Educational, Religious, Etc.",,2194,Private Grantmaking Foundations (T20),1989.0,58-1815651,Foundation,GA,"MARCUS FOUNDATION, INC. The",,,813211 Grantmaking Foundations,"1266 W Paces Ferry Rd NW Ste 615  Atlanta GA 30327-2306- Atlanta, GA 30327","MARCUS FOUNDATION, INC. THE",,,"MARCUS FOUNDATION, INC. THE","MARCUS FOUNDATION, INC. The",
"6732 Trusts: Educational, Religious, Etc.",,1635,Private Grantmaking Foundations (T20),1985.0,94-2967074,Foundation,CA,ROBERTS FOUNDATION The,,,813211 Grantmaking Foundations,"2755 Campus Dr Ste 240  San Mateo CA 94403-2515- San Mateo, CA 94403 - N/A",ROBERTS FOUNDATION THE,,,ROBERTS FOUNDATION THE,ROBERTS FOUNDATION The,
"6732 Trusts: Educational, Religious, Etc.",,3401,Private Grantmaking Foundations (T20),1969.0,23-7011541,Foundation,SC,ROE FOUNDATION The,,,813211 Grantmaking Foundations,"301 N Main St Ste 1735  - Greenville, SC 29601",ROE FOUNDATION THE,,,ROE FOUNDATION THE,ROE FOUNDATION The,
"6732 Trusts: Educational, Religious, Etc.",,1059,Private Grantmaking Foundations (T20),1963.0,23-1611346,Foundation,NY,WILLIAM H. DONNER FOUNDATION The,,,813211 Grantmaking Foundations,"520 White Plains Rd Ste 1560  - Tarrytown, NY 10591 - WWW.DONNER.ORG",WILLIAM H. DONNER FOUNDATION THE,,,WILLIAM H. DONNER FOUNDATION THE,WILLIAM H. DONNER FOUNDATION The,
"6732 Trusts: Educational, Religious, Etc.",,1601,Private Grantmaking Foundations (T20),2002.0,30-0108102,Foundation,NY,"TRIAD FOUNDATION, INC.",,,813211 Grantmaking Foundations,"15 Ascot Pl  - Ithaca, NY 14850","TRIAD FOUNDATION, INC.",,,"TRIAD FOUNDATION, INC.","TRIAD FOUNDATION, INC.",
"6732 Trusts: Educational, Religious, Etc.",,3695,Private Independent Foundations (T22),1997.0,94-3264446,Foundation,CA,TULLY AND ELISE FRIEDMAN FUND,,,813211 Grantmaking Foundations,"1 Maritime Plz Ste 2200  - San Francisco, CA 94111 - AG.CA.GOV/CHARITIES",TULLY AND ELISE FRIEDMAN FUND,,,TULLY AND ELISE FRIEDMAN FUND,TULLY AND ELISE FRIEDMAN FUND,
"6732 Trusts: Educational, Religious, Etc.",,738,Private Grantmaking Foundations (T20),1988.0,13-3441466,Foundation,AR,WALTON FAMILY FOUNDATION,,,813211 Grantmaking Foundations,"PO Box 1860  - Bentonville, AR 72712 USA- -- https://www.waltonfamilyfoundation.org/- -                                Main Office Phone: (479) 464-1579",WALTON FAMILY FOUNDATION,,,WALTON FAMILY FOUNDATION,WALTON FAMILY FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,829,Private Grantmaking Foundations (T20),1967.0,13-6217788,Foundation,NY,"WILLIAM E. SIMON FOUNDATION, INC.",,,813211 Grantmaking Foundations,"140 E 45th St Ste 14d  - New York, NY 10017 - www.wesimonfoundation.org","WILLIAM E. SIMON FOUNDATION, INC.",,,"WILLIAM E. SIMON FOUNDATION, INC.","WILLIAM E. SIMON FOUNDATION, INC.",
"6732 Trusts: Educational, Religious, Etc.",,2191,Private Grantmaking Foundations (T20),1992.0,94-3148482,Foundation,CA,"WILLIAM K. BOWES, JR. FOUNDATION",,,813211 Grantmaking Foundations,"1660 Bush St # 300  San Francisco CA 94109-5308- San Francisco, CA 94109 - WWW.WKBOWESJRFOUNDATION.ORG","WILLIAM K. BOWES, JR. FOUNDATION",,,"WILLIAM K. BOWES, JR. FOUNDATION","WILLIAM K. BOWES, JR. FOUNDATION",
"6732 Trusts: Educational, Religious, Etc.",,1810,Private Grantmaking Foundations (T20),1994.0,65-0415977,Foundation,DE,DUNN FOUNDATION THE,,,813211 Grantmaking Foundations,"Foundation Source 501 Silverside Rd  - Wilmington, DE 19809",DUNN FOUNDATION THE,,,DUNN FOUNDATION THE,DUNN FOUNDATION THE,
"8399 Social Services, NEC",,1416,"Other Philanthropy, Voluntarism, and Grantmaking Foundations N.E.C. (T99)",1988.0,62-1322826,Foundation,PA,JOHN TEMPLETON FOUNDATION,,,813219 Other Grantmaking and Giving Services,"300 Conshohocken State Rd  Conshohocken PA 19428-3801- Conshohocken, PA 19428 - www.templeton.org",JOHN TEMPLETON FOUNDATION,,,JOHN TEMPLETON FOUNDATION,JOHN TEMPLETON FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,594,Private Grantmaking Foundations (T20),1948.0,56-0611550,Foundation,NC,SMITH RICHARDSON FOUNDATION,,,813211 Grantmaking Foundations,"701 Green Valley Rd Ste 300  - Greensboro, NC 27408 - WWW.SRF.ORG",SMITH RICHARDSON FOUNDATION,,,SMITH RICHARDSON FOUNDATION,SMITH RICHARDSON FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,1214,Private Grantmaking Foundations (T20),1953.0,13-1982683,Foundation,NY,AMBROSE MONELL FOUNDATION,,,813211 Grantmaking Foundations,"1 Rockefeller Plz Rm 301  - New York, NY 10020 - WWW.MONELLFOUNDATION.ORG",AMBROSE MONELL FOUNDATION,,,AMBROSE MONELL FOUNDATION,AMBROSE MONELL FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,1687,Private Grantmaking Foundations (T20),1941.0,13-6022018,Foundation,NY,BODMAN FOUNDATIONS,,,813211 Grantmaking Foundations,"767 3rd Ave  New York NY 10017-2023- New York, NY 10017 - WWW.ACHELIS-BODMAN-FNDS.ORG",ACHELIS AND BODMAN FOUNDATION THE,,,ACHELIS AND BODMAN FOUNDATION THE,BODMAN FOUNDATIONS,
"6732 Trusts: Educational, Religious, Etc.",,1950,Private Grantmaking Foundations (T20),1946.0,13-6022016,Foundation,NY,BODMAN FOUNDATIONS,,,813211 Grantmaking Foundations,"767 3rd Ave  - New York, NY 10017 - WWW.ACHELIS-BODMAN-FNDS.ORG",BODMAN FOUNDATION THE,,,BODMAN FOUNDATION THE,BODMAN FOUNDATIONS,
"6732 Trusts: Educational, Religious, Etc.",,36,Private Independent Foundations (T22),1943.0,39-6037928,Foundation,WI,LYNDE AND HARRY BRADLEY FOUNDATION,,,813211 Grantmaking Foundations,"1241 N Franklin Pl  - Milwaukee, WI 53202 USA- -                            Ms. Marion L Dow-Vass -                          - -                                Primary Contact Phone: (414) 291-9915-                              - General@bradleyfdn.org- Grants Administrator- www.bradleyfdn.org- -                                Main Office Phone: (414) 291-9915-                              - 1241 N Franklin Pl  - Milwaukee, WI 53202","LYNDE AND HARRY BRADLEY FOUNDATION, INC. THE",,,"LYNDE AND HARRY BRADLEY FOUNDATION, INC. THE",LYNDE AND HARRY BRADLEY FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,673,Private Grantmaking Foundations (T20),2004.0,20-1658710,Foundation,VA,CLAWS FOUNDATION,,,813211 Grantmaking Foundations,"12030 Sunrise Valley Dr Ste 450  - Reston, VA 20191 - N/A",CLAWS FOUNDATION,,,CLAWS FOUNDATION,CLAWS FOUNDATION,
"8399 Social Services, NEC",,2206,"Other Philanthropy, Voluntarism, and Grantmaking Foundations N.E.C. (T99)",1997.0,84-1393308,Foundation,CO,DANIELS FUND,,,813219 Other Grantmaking and Giving Services,"101 Monroe St  - Denver, CO 80206 - WWW.DANIELSFUND.ORG",DANIELS FUND,,,DANIELS FUND,DANIELS FUND,
"6732 Trusts: Educational, Religious, Etc.",,3500,Private Grantmaking Foundations (T20),1966.0,43-6064859,Foundation,MO,EWING MARION KAUFFMAN FOUNDATION,,,813211 Grantmaking Foundations,"4801 Rockhill Rd  - Kansas City, MO 64110 - www.kauffman.org",EWING MARION KAUFFMAN FOUNDATION,,,EWING MARION KAUFFMAN FOUNDATION,EWING MARION KAUFFMAN FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,2200,Private Grantmaking Foundations (T20),1988.0,94-3059858,Foundation,IL,"GALASHIELS FUND, LTD",,,813211 Grantmaking Foundations,"555 Skokie Blvd Ste 555  - Northbrook, IL 60062 - N/A","GALASHIELS FUND, LTD",,,"GALASHIELS FUND, LTD","GALASHIELS FUND, LTD",
"6732 Trusts: Educational, Religious, Etc.",,3725,Private Grantmaking Foundations (T20),1991.0,33-0436485,Foundation,CA,JEAN PERKINS FOUNDATION,,,813211 Grantmaking Foundations,"10880 Wilshire Blvd Ste 800  - Los Angeles, CA 90024",JEAN PERKINS FOUNDATION,,,JEAN PERKINS FOUNDATION,JEAN PERKINS FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,2770,Private Independent Foundations (T22),1971.0,23-7093598,Foundation,IL,JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,,,813211 Grantmaking Foundations,"140 South Dearborn Street Suite 1200 - Chicago, IL 60603 USA- -                            Ms. Kristen  Mack -                          - kmack@macfound.org- Managing Director, Communications- www.macfound.org- -                                Main Office Phone: (312) 726-8000-                              - 140 South Dearborn Street Suite 1200 - Chicago, IL 60603 - 140 South Dearborn Street Suite 1200 - Chicago, IL 60603",JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,,,JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,1122,Private Grantmaking Foundations (T20),1986.0,58-1691765,Foundation,NC,JOHN WILLIAM POPE FOUNDATION,,,813211 Grantmaking Foundations,"4601 Six Forks Rd Ste 300  - Raleigh, NC 27609 USA- -                             Kim  Overton -                          - info@jwpf.org- Chief Administrative Officer- www.jwpf.org- 4601 Six Forks Rd Ste 300  - Raleigh, NC 27609 - N/A  - N/A, NC 99999",JOHN WILLIAM POPE FOUNDATION,,,JOHN WILLIAM POPE FOUNDATION,JOHN WILLIAM POPE FOUNDATION,
,,3010,Unknown (Z99),1966.0,94-1624987,Foundation,CA,KORET FOUNDATION,,,,"611 Front St  - San Francisco, CA 94111 - WWW.KORETFOUNDATION.ORG",KORET FOUNDATION,,,KORET FOUNDATION,KORET FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,3252,Private Independent Foundations (T22),1975.0,23-7456468,Foundation,WA,M.J. MURDOCK CHARITABLE TRUST,,,813211 Grantmaking Foundations,"655 W Columbia Way Ste 700  - Vancouver, WA 98660 - WWW.MURDOCKTRUST.ORG",M.J. MURDOCK CHARITABLE TRUST,,,M.J. MURDOCK CHARITABLE TRUST,M.J. MURDOCK CHARITABLE TRUST,
"6732 Trusts: Educational, Religious, Etc.",,3035,Private Grantmaking Foundations (T20),1966.0,35-6056960,Foundation,IN,PIERRE F. AND ENID GOODRICH FOUNDATION,,,813211 Grantmaking Foundations,"11301 N Meridian St  - Carmel, IN 46032 - N/A",PIERRE F. AND ENID GOODRICH FOUNDATION,,,PIERRE F. AND ENID GOODRICH FOUNDATION,PIERRE F. AND ENID GOODRICH FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,3738,Private Grantmaking Foundations (T20),2010.0,27-1456655,Foundation,CA,PROMETHEUS FOUNDATION,,,813211 Grantmaking Foundations,"2555 Altamar Dr  - Laguna Beach, CA 92651 - WWW.PROMETHEUSFDN.ORG",PROMETHEUS FOUNDATION,,,PROMETHEUS FOUNDATION,PROMETHEUS FOUNDATION,
"6732 Trusts: Educational, Religious, Etc.",,237,(Private Independent Foundations) (T22),2006.0,20-3759208,Foundation,CA,"S.D. BECHTEL, JR. FOUNDATION",,,813211 Grantmaking Foundations,"Po Box 193809  - San Francisco, CA 94119 USA- -- N/A","S.D. BECHTEL, JR. FOUNDATION",,,"S.D. BECHTEL, JR. FOUNDATION","S.D. BECHTEL, JR. FOUNDATION",
"6732 Trusts: Educational, Religious, Etc.",,2860,Private Grantmaking Foundations (T20),1960.0,25-1113452,Foundation,PA,SCAIFE FAMILY FOUNDATIONS,,,813211 Grantmaking Foundations,"301 Grant St Ste 3900  - Pittsburgh, PA 15219 - WWW.SCAIFE.COM","SARAH SCAIFE FOUNDATION, INC.",,,"SARAH SCAIFE FOUNDATION, INC.",SCAIFE FAMILY FOUNDATIONS,
"6732 Trusts: Educational, Religious, Etc.",,286,Private Independent Foundations (T22),1999.0,36-7244615,Foundation,IL,SEARLE FREEDOM TRUST,,,813211 Grantmaking Foundations,"225 W Washington St Fl 28  Chicago IL 60606-3563- Chicago, IL 60606",SEARLE FREEDOM TRUST,,,SEARLE FREEDOM TRUST,SEARLE FREEDOM TRUST,
"6732 Trusts: Educational, Religious, Etc.",,3372,Private Grantmaking Foundations (T20),1943.0,38-1437485,Foundation,MI,HERBERT H. AND GRACE A. DOW FOUNDATION The,,,813211 Grantmaking Foundations,"1018 W Main St  - Midland, MI 48640 - WWW.HHGADOWFDN.ORG",HERBERT H. AND GRACE A. DOW FOUNDATION THE,,,HERBERT H. AND GRACE A. DOW FOUNDATION THE,HERBERT H. AND GRACE A. DOW FOUNDATION The,
"6732 Trusts: Educational, Religious, Etc.",,1670,Private Grantmaking Foundations (T20),1958.0,13-6151545,Foundation,NY,STARR FOUNDATION The,,,813211 Grantmaking Foundations,"399 Park Avenue 3rd Fl  - New York, NY 10022 USA- -                             Abigail  Opoku-Agyemang -                          - -                                Primary Contact Phone: (212) 909-3600-                              - abigail.opoku@starrfoundation.org- Director, Program and Grants Administration- http://starrfoundation.org- -                                Main Office Phone: (212) 909-3600-                              - 399 Park Avenue 3rd Fl  - New York, NY 10022 - 399 Park Avenue 3rd Fl  - New York, NY 10022",STARR FOUNDATION THE,,,STARR FOUNDATION THE,STARR FOUNDATION The,
"6732 Trusts: Educational, Religious, Etc.",,2471,Corporate Foundations (T21),1968.0,94-1655673,Foundation,CA,WILLIAM AND FLORA HEWLETT FOUNDATION The,,,813211 Grantmaking Foundations,"2121 Sand Hill Rd  - Menlo Park, CA 94025 USA- -- -                                Primary Contact Phone: () --                              - https://hewlett.org/",WILLIAM AND FLORA HEWLETT FOUNDATION THE,,,WILLIAM AND FLORA HEWLETT FOUNDATION THE,WILLIAM AND FLORA HEWLETT FOUNDATION The,
"6732 Trusts: Educational, Religious, Etc.",,2550,Private Independent Foundations (T22),2015.0,47-3862135,Foundation,FL,THOMAS W SMITH FOUNDATION INC,,,813211 Grantmaking Foundations,"2200 Butts Rd Ste 320  - Boca Raton, FL 33431",THOMAS W SMITH FOUNDATION INC,,,THOMAS W SMITH FOUNDATION INC,THOMAS W SMITH FOUNDATION INC,
"6732 Trusts: Educational, Religious, Etc.",,3589,(Private Independent Foundations) (T22),2008.0,26-2588270,Foundation,DC,"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",,,813211 Grantmaking Foundations,"2009 Massachusetts Avenue NW  - Washington, DC 20036 USA- -- N/A- -                                Main Office Phone: (310) 529-9742","U.S. JUSTICE CHARITABLE FOUNDATION, INC.",,,"U.S. JUSTICE CHARITABLE FOUNDATION, INC.","U.S. JUSTICE CHARITABLE FOUNDATION, INC.",
"6732 Trusts: Educational, Religious, Etc.",,2784,Private Grantmaking Foundations (T20),1994.0,23-2732477,Foundation,PA,SUSQUEHANNA FOUNDATION,,,813211 Grantmaking Foundations,"401 E City Ave Ste 220  - Bala Cynwyd, PA 19004 - N/A",SUSQUEHANNA FOUNDATION,,,SUSQUEHANNA FOUNDATION,SUSQUEHANNA FOUNDATION,
"8399 Social Services, NEC",,2420,Single Organization Support (B11),1981.0,95-3532336,Foundation,CO,RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,,,813219 Other Grantmaking and Giving Services,"PO Box 4129  - Aspen, CO 81612",RICHARD SETH STALEY EDUCATIONAL FOUNDATION THE,,,RICHARD SETH STALEY EDUCATIONAL FOUNDATION THE,RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,
"8099 Health and Allied Services, NEC",,156,Health Support Services (E60),1959.0,53-0241211,Foundation,DC,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,,,621999 All Other Miscellaneous Ambulatory Health Care Services,"950 F St NW Ste 300  - Washington, DC 20004 - WWW.PHRMA.ORG",PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,,,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,
