GRANTMAKER,RECIPIENT,YEAR,GRANTMAKER_PERSON,RECIPIENT_PERSON,Correct,combo,duplicate
SEARLE FREEDOM TRUST,INDEPENDENT WOMEN'S FORUM,2004,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,SEARLE FREEDOM TRUSTINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS,False
"BRADY EDUCATION FOUNDATION, INC.",PROPERTY AND ENVIRONMENT RESEARCH CENTER,2004,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.PROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS",False
"BRADY EDUCATION FOUNDATION, INC.",INDEPENDENT WOMEN'S FORUM,2004,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.INDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS",False
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2004,RICHARD  FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD  FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2004,RICHARD  FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD  FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2004,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYCHARLES G KOCHCHARLES G KOCH,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2004,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYCHARLES G KOCHCHARLES G KOCH,True
J. P. HUMPHREYS FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2004,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONDAVID C HUMPHREYSDAVID  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2004,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEDAVID C HUMPHREYSDAVID  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2004,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2004,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2004,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2004,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYDAVID C HUMPHREYSDAVID  HUMPHREYS,True
WILLIAM H. DONNER FOUNDATION The,ATLAS NETWORK,2004,HON CURTIN WINSOR,HON CURTIN WINSOR,True,WILLIAM H. DONNER FOUNDATION TheATLAS NETWORKHON CURTIN WINSORHON CURTIN WINSOR,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2004,ALAN T RUSSELL,ALAN T RUSSELL,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDALAN T RUSSELLALAN T RUSSELL,False
CHASE FOUNDATION OF VIRGINIA,ATLAS NETWORK,2004,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAATLAS NETWORKALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
CHASE FOUNDATION OF VIRGINIA,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2004,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2004,SANDRA J SCHALLER,SANDRA J SCHALLER,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDSANDRA J SCHALLERSANDRA J SCHALLER,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2004,MARY L G THEROUX,MARY L G THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEMARY L G THEROUXMARY L G THEROUX,True
MALONE FAMILY FOUNDATION The,CATO INSTITUTE,2004,JOHN C MALONE,JOHN C MALONE,True,MALONE FAMILY FOUNDATION TheCATO INSTITUTEJOHN C MALONEJOHN C MALONE,True
"COVENANT FOUNDATION, INC.",TEXAS PUBLIC POLICY FOUNDATION,2004,JAMES R LEININGER,JAMES R LEININGER,True,"COVENANT FOUNDATION, INC.TEXAS PUBLIC POLICY FOUNDATIONJAMES R LEININGERJAMES R LEININGER",True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2004,ETHELMAE C HUMPHREYS,ETHELMAE C HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE C HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2004,ETHELMAE C HUMPHREYS,ETHELMAE C HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE C HUMPHREYS,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2004,DAVID  THEROUX,DAVID J THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEDAVID  THEROUXDAVID J THEROUX,True
WILLIAM H. DONNER FOUNDATION The,NATIONAL TAXPAYERS UNION,2004,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheNATIONAL TAXPAYERS UNIONCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,NATIONAL TAXPAYERS UNION FOUNDATION,2004,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheNATIONAL TAXPAYERS UNION FOUNDATIONCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,MEDIA RESEARCH CENTER,2004,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheMEDIA RESEARCH CENTERCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,HUDSON INSTITUTE,2004,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheHUDSON INSTITUTECURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,ATLAS NETWORK,2004,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheATLAS NETWORKCURTIN  WINSORCURTIN  WINSOR,True
SUSQUEHANNA FOUNDATION,CATO INSTITUTE,2004,JEFFREY  YASS,JEFF  YASS,True,SUSQUEHANNA FOUNDATIONCATO INSTITUTEJEFFREY  YASSJEFF  YASS,True
DONORS TRUST & DONORS CAPITAL FUND,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2004,CHRISTOPHER  DEMUTH,CHRISTOPHER  DEMUTH,True,DONORS TRUST & DONORS CAPITAL FUNDAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHCHRISTOPHER  DEMUTHCHRISTOPHER  DEMUTH,True
SMITH RICHARDSON FOUNDATION,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2004,CHRISTOPHER  DEMUTH,CHRISTOPHER  DEMUTH,True,SMITH RICHARDSON FOUNDATIONAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHCHRISTOPHER  DEMUTHCHRISTOPHER  DEMUTH,True
SEARLE FREEDOM TRUST,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2004,CHRISTOPHER C DEMUTH,CHRISTOPHER  DEMUTH,True,SEARLE FREEDOM TRUSTAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHCHRISTOPHER C DEMUTHCHRISTOPHER  DEMUTH,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2004,ANTHONY  WOODLIEF,ANTHONY  WOODLIEF,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYANTHONY  WOODLIEFANTHONY  WOODLIEF,False
"LILLIAN S. WELLS FOUNDATION, INC.",CAPITAL RESEARCH CENTER,2004,BARBARA W KENNEY,BARBARA W KENNEY,True,"LILLIAN S. WELLS FOUNDATION, INC.CAPITAL RESEARCH CENTERBARBARA W KENNEYBARBARA W KENNEY",True
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,CITIZENS AGAINST GOVERNMENT WASTE,2004,JACK R ANDERSON,JACK  ANDERSON,True,ROSE-MARIE AND JACK R. ANDERSON FOUNDATIONCITIZENS AGAINST GOVERNMENT WASTEJACK R ANDERSONJACK  ANDERSON,True
TULLY AND ELISE FRIEDMAN FUND,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2004,TULLY M FRIEDMAN,TULLY M FRIEDMAN,True,TULLY AND ELISE FRIEDMAN FUNDAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHTULLY M FRIEDMANTULLY M FRIEDMAN,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2004,RICHARD W DUESENBERG,RICHARD W DUESENBERG,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDRICHARD W DUESENBERGRICHARD W DUESENBERG,True
PIERRE F. AND ENID GOODRICH FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2004,MANUEL F AYAU,MANUEL F AYAU,True,PIERRE F. AND ENID GOODRICH FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONMANUEL F AYAUMANUEL F AYAU,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2004,MANUEL F AYAU,MANUEL F AYAU,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDMANUEL F AYAUMANUEL F AYAU,True
CHASE FOUNDATION OF VIRGINIA,AMERICANS FOR PROSPERITY,2004,WALTER E WILLIAMS,WALTER  WILLIAMS,True,CHASE FOUNDATION OF VIRGINIAAMERICANS FOR PROSPERITYWALTER E WILLIAMSWALTER  WILLIAMS,True
CHASE FOUNDATION OF VIRGINIA,FREE TO CHOOSE NETWORK,2004,WALTER E WILLIAMS,WALTER  WILLIAMS,True,CHASE FOUNDATION OF VIRGINIAFREE TO CHOOSE NETWORKWALTER E WILLIAMSWALTER  WILLIAMS,True
THOMAS W SMITH FOUNDATION INC,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2004,JAMES  PIERESON,JAMES  PIERESON,True,THOMAS W SMITH FOUNDATION INCMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
THOMAS W SMITH FOUNDATION INC,AMERICAN SPECTATOR FOUNDATION,2004,JAMES  PIERESON,JAMES  PIERESON,True,THOMAS W SMITH FOUNDATION INCAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
DONORS TRUST & DONORS CAPITAL FUND,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2004,JAMES  PIERESON,JAMES  PIERESON,True,DONORS TRUST & DONORS CAPITAL FUNDMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
DONORS TRUST & DONORS CAPITAL FUND,AMERICAN SPECTATOR FOUNDATION,2004,JAMES  PIERESON,JAMES  PIERESON,True,DONORS TRUST & DONORS CAPITAL FUNDAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
SEARLE FREEDOM TRUST,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2004,JAMES  PIERESON,JAMES  PIERESON,True,SEARLE FREEDOM TRUSTMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
SEARLE FREEDOM TRUST,AMERICAN SPECTATOR FOUNDATION,2004,JAMES  PIERESON,JAMES  PIERESON,True,SEARLE FREEDOM TRUSTAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
"WILLIAM E. SIMON FOUNDATION, INC.",MANHATTAN INSTITUTE FOR POLICY RESEARCH,2004,JAMES  PIERESON,JAMES  PIERESON,True,"WILLIAM E. SIMON FOUNDATION, INC.MANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON",True
"WILLIAM E. SIMON FOUNDATION, INC.",AMERICAN SPECTATOR FOUNDATION,2004,JAMES  PIERESON,JAMES  PIERESON,True,"WILLIAM E. SIMON FOUNDATION, INC.AMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON",True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2004,EMILIO J PACHECO,EMILIO J PACHECO,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDEMILIO J PACHECOEMILIO J PACHECO,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2004,CHRIS L TALLEY,CHRIS L TALLEY,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDCHRIS L TALLEYCHRIS L TALLEY,True
SCAIFE FAMILY FOUNDATIONS,ALLEGHENY INSTITUTE FOR PUBLIC POLICY,2004,JAMES C RODDEY,JAMES C RODDEY,True,SCAIFE FAMILY FOUNDATIONSALLEGHENY INSTITUTE FOR PUBLIC POLICYJAMES C RODDEYJAMES C RODDEY,False
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2004,JO ANNE W SHEPLER,JO ANNE W SHEPLER,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDJO ANNE W SHEPLERJO ANNE W SHEPLER,True
DONORS TRUST & DONORS CAPITAL FUND,INDEPENDENT INSTITUTE,2004,BRUCE H JACOBS,BRUCE  JACOBS,True,DONORS TRUST & DONORS CAPITAL FUNDINDEPENDENT INSTITUTEBRUCE H JACOBSBRUCE  JACOBS,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2004,IRWIN H REISS,IRWIN H REISS,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDIRWIN H REISSIRWIN H REISS,True
"COVENANT FOUNDATION, INC.",AMERICAN LEGISLATIVE EXCHANGE COUNCIL,2004,ROBERT  WELCH,ROBERT  WELCH,True,"COVENANT FOUNDATION, INC.AMERICAN LEGISLATIVE EXCHANGE COUNCILROBERT  WELCHROBERT  WELCH",False
DONORS TRUST & DONORS CAPITAL FUND,HUDSON INSTITUTE,2004,DANIEL C SEARLE,DANIEL C SEARLE,True,DONORS TRUST & DONORS CAPITAL FUNDHUDSON INSTITUTEDANIEL C SEARLEDANIEL C SEARLE,False
"NOBLE RESEARCH INSTITUTE, LLC",OKLAHOMA COUNCIL OF PUBLIC AFFAIRS,2004,WILLIAM G THURMAN,WILLIAM G THURMAN,True,"NOBLE RESEARCH INSTITUTE, LLCOKLAHOMA COUNCIL OF PUBLIC AFFAIRSWILLIAM G THURMANWILLIAM G THURMAN",True
DUNN FOUNDATION THE,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2005,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THEPROPERTY AND ENVIRONMENT RESEARCH CENTERWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,FOUNDATION FOR ECONOMIC EDUCATION,2005,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THEFOUNDATION FOR ECONOMIC EDUCATIONWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,CATO INSTITUTE,2005,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THECATO INSTITUTEWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,COMPETITIVE ENTERPRISE INSTITUTE,2005,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THECOMPETITIVE ENTERPRISE INSTITUTEWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,REASON FOUNDATION THE,2005,WILLIAM A DUNN,WILLIAM A DUN,True,DUNN FOUNDATION THEREASON FOUNDATION THEWILLIAM A DUNNWILLIAM A DUN,True
DONORS TRUST & DONORS CAPITAL FUND,FOUNDATION FOR ECONOMIC EDUCATION,2005,KRIS ALAN MAUREN,KRIS A MAUREN,True,DONORS TRUST & DONORS CAPITAL FUNDFOUNDATION FOR ECONOMIC EDUCATIONKRIS ALAN MAURENKRIS A MAUREN,False
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2005,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS,True
DONORS TRUST & DONORS CAPITAL FUND,INDEPENDENT WOMEN'S FORUM,2005,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,DONORS TRUST & DONORS CAPITAL FUNDINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS,True
SEARLE FREEDOM TRUST,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2005,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,SEARLE FREEDOM TRUSTPROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS,True
SEARLE FREEDOM TRUST,INDEPENDENT WOMEN'S FORUM,2005,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,SEARLE FREEDOM TRUSTINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS,True
"BRADY EDUCATION FOUNDATION, INC.",PROPERTY AND ENVIRONMENT RESEARCH CENTER,2005,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.PROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS",True
"BRADY EDUCATION FOUNDATION, INC.",INDEPENDENT WOMEN'S FORUM,2005,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.INDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS",True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2005,RICHARD  FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD  FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2005,RICHARD  FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD  FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2005,RICHARD  FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD  FINKRICHARD  FINK,False
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2005,RICHARD  FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD  FINKRICHARD  FINK,False
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2005,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYCHARLES G KOCHCHARLES G KOCH,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2005,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYCHARLES G KOCHCHARLES G KOCH,True
CHASE FOUNDATION OF VIRGINIA,STATE POLICY NETWORK,2005,DERWOOD S CHASE,DERWOOD S CHASE,True,CHASE FOUNDATION OF VIRGINIASTATE POLICY NETWORKDERWOOD S CHASEDERWOOD S CHASE,True
CHASE FOUNDATION OF VIRGINIA,REASON FOUNDATION THE,2005,DERWOOD S CHASE,DERWOOD S CHASE,True,CHASE FOUNDATION OF VIRGINIAREASON FOUNDATION THEDERWOOD S CHASEDERWOOD S CHASE,True
ROE FOUNDATION The,STATE POLICY NETWORK,2005,CARL O HELSTROM,CARL O HELSTROM,True,ROE FOUNDATION TheSTATE POLICY NETWORKCARL O HELSTROMCARL O HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,STATE POLICY NETWORK,2005,CARL O HELSTROM,CARL O HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONSTATE POLICY NETWORKCARL O HELSTROMCARL O HELSTROM,True
WILLIAM H. DONNER FOUNDATION The,ATLAS NETWORK,2005,HON CURTIN WINSOR,HON CURTIN WINSOR,True,WILLIAM H. DONNER FOUNDATION TheATLAS NETWORKHON CURTIN WINSORHON CURTIN WINSOR,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2005,ALAN T RUSSELL,ALAN T RUSSELL,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDALAN T RUSSELLALAN T RUSSELL,True
CHASE FOUNDATION OF VIRGINIA,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2005,ALEJANDRO A CHAFUEN,ALEJANDRA  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYALEJANDRO A CHAFUENALEJANDRA  CHAFUEN,False
CHASE FOUNDATION OF VIRGINIA,ATLAS NETWORK,2005,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAATLAS NETWORKALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
CHASE FOUNDATION OF VIRGINIA,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2005,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2005,SANDRA J SCHALLER,SANDRA J SCHALLER,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDSANDRA J SCHALLERSANDRA J SCHALLER,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2005,MARY L G THEROUX,MARY L  G THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEMARY L G THEROUXMARY L  G THEROUX,False
MALONE FAMILY FOUNDATION The,CATO INSTITUTE,2005,JOHN C MALONE,JOHN C MALONE,True,MALONE FAMILY FOUNDATION TheCATO INSTITUTEJOHN C MALONEJOHN C MALONE,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2005,DAVID  THEROUX,DAVID J THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEDAVID  THEROUXDAVID J THEROUX,True
WILLIAM H. DONNER FOUNDATION The,NATIONAL TAXPAYERS UNION,2005,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheNATIONAL TAXPAYERS UNIONCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,NATIONAL TAXPAYERS UNION FOUNDATION,2005,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheNATIONAL TAXPAYERS UNION FOUNDATIONCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,MEDIA RESEARCH CENTER,2005,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheMEDIA RESEARCH CENTERCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,HUDSON INSTITUTE,2005,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheHUDSON INSTITUTECURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,ATLAS NETWORK,2005,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheATLAS NETWORKCURTIN  WINSORCURTIN  WINSOR,True
SUSQUEHANNA FOUNDATION,CATO INSTITUTE,2005,JEFFREY  YASS,JEFF  YASS,True,SUSQUEHANNA FOUNDATIONCATO INSTITUTEJEFFREY  YASSJEFF  YASS,True
DONORS TRUST & DONORS CAPITAL FUND,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2005,CHRISTOPHER  DEMUTH,CHRISTOPHER  DEMUTH,True,DONORS TRUST & DONORS CAPITAL FUNDAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHCHRISTOPHER  DEMUTHCHRISTOPHER  DEMUTH,True
SMITH RICHARDSON FOUNDATION,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2005,CHRISTOPHER  DEMUTH,CHRISTOPHER  DEMUTH,True,SMITH RICHARDSON FOUNDATIONAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHCHRISTOPHER  DEMUTHCHRISTOPHER  DEMUTH,True
SEARLE FREEDOM TRUST,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2005,CHRISTOPHER C DEMUTH,CHRISTOPHER  DEMUTH,True,SEARLE FREEDOM TRUSTAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHCHRISTOPHER C DEMUTHCHRISTOPHER  DEMUTH,True
